"","StartDate","SiteID","Latitude","Longitude","Elevation","AphidCount","Julian_Day","Aphids_DD","New_hidro","dl","dlD","CumAphid","PrAphid"
"204",2020-06-10,"7A",46.52824,-117.14118,864,8,162,479.204695545631,7.30034411,15.5650972222222,15.5650972222222,0.2,0.2
"205",2020-06-15,"7A",46.52824,-117.14118,864,5,167,519.999695545631,7.30034411,15.6152722222222,15.6152722222222,0.325,0.125
"206",2020-06-21,"7A",46.52824,-117.14118,864,13,173,582.114695545631,7.30034411,15.6328972222222,15.6328972222222,0.65,0.325
"207",2020-06-25,"7A",46.52824,-117.14118,864,5,177,640.46821990809,7.30034411,15.6185555555556,15.6472388888889,0.775,0.125
"208",2020-06-30,"7A",46.52824,-117.14118,864,2,182,692.953452602244,7.30034411,15.5715944444444,15.6942,0.825,0.05
"209",2020-07-05,"7A",46.52824,-117.14118,864,7,187,744.218452602244,7.30034411,15.4933333333333,15.7724611111111,1,0.175
"210",2020-07-10,"7A",46.52824,-117.14118,864,0,192,802.143452602244,7.30034411,15.3853777777778,15.8804166666667,1,0
"211",2020-07-15,"7A",46.52824,-117.14118,864,0,197,865.89432521163,7.30034411,15.2498166666667,16.0159777777778,1,0
"212",2020-06-10,"7B",46.70463,-117.30626,731,4,162,513.519491973434,8.43322438,15.5883138888889,15.5883138888889,0.25,0.25
"213",2020-06-15,"7B",46.70463,-117.30626,731,0,167,556.929491973434,8.43322438,15.6388722222222,15.6388722222222,0.25,0
"214",2020-06-21,"7B",46.70463,-117.30626,731,2,173,621.554491973434,8.43322438,15.6566305555556,15.6566305555556,0.375,0.125
"215",2020-06-25,"7B",46.70463,-117.30626,731,0,177,679.994552045066,8.43322438,15.6421805555556,15.6710805555556,0.375,0
"216",2020-06-30,"7B",46.70463,-117.30626,731,4,182,736.550217610966,8.43322438,15.5948611111111,15.7184,0.625,0.25
"217",2020-07-05,"7B",46.70463,-117.30626,731,6,187,788.630217610966,8.43322438,15.5160083333333,15.7972527777778,1,0.375
"218",2020-07-10,"7B",46.70463,-117.30626,731,0,192,847.780217610966,8.43322438,15.4072472222222,15.9060138888889,1,0
"219",2020-07-15,"7B",46.70463,-117.30626,731,0,197,911.309213932424,8.43322438,15.2706944444444,16.0425666666667,1,0
"220",2020-06-10,"7C",46.70816,-117.2676,768,2,162,495.287248062063,10.98166858,15.5883138888889,15.5883138888889,0.5,0.5
"221",2020-06-15,"7C",46.70816,-117.2676,768,0,167,537.507248062063,10.98166858,15.6388722222222,15.6388722222222,0.5,0
"222",2020-06-21,"7C",46.70816,-117.2676,768,2,173,600.727248062063,10.98166858,15.6566305555556,15.6566305555556,1,0.5
"223",2020-06-25,"7C",46.70816,-117.2676,768,0,177,658.499416468112,10.98166858,15.6421805555556,15.6710805555556,1,0
"224",2020-06-30,"7C",46.70816,-117.2676,768,0,182,713.633658370003,10.98166858,15.5948611111111,15.7184,1,0
"225",2020-07-05,"7C",46.70816,-117.2676,768,0,187,764.698658370003,10.98166858,15.5160083333333,15.7972527777778,1,0
"226",2020-07-10,"7C",46.70816,-117.2676,768,0,192,822.733658370003,10.98166858,15.4072472222222,15.9060138888889,1,0
"227",2020-07-15,"7C",46.70816,-117.2676,768,0,197,885.322583786717,10.98166858,15.2706944444444,16.0425666666667,1,0
"228",2020-06-01,"7D",46.73629,-117.14258,779,0,153,416.914964095819,20.78334898,15.4193083333333,15.4193083333333,0,0
"229",2020-06-05,"7D",46.73629,-117.14258,779,1,157,452.959964095819,20.78334898,15.5063611111111,15.5063611111111,0.166666666666667,0.166666666666667
"230",2020-06-10,"7D",46.73629,-117.14258,779,0,162,485.239964095819,20.78334898,15.5883138888889,15.5883138888889,0.166666666666667,0
"231",2020-06-15,"7D",46.73629,-117.14258,779,0,167,526.724964095819,20.78334898,15.6388722222222,15.6388722222222,0.166666666666667,0
"232",2020-06-21,"7D",46.73629,-117.14258,779,2,173,588.924964095819,20.78334898,15.6566305555556,15.6566305555556,0.5,0.333333333333333
"233",2020-06-25,"7D",46.73629,-117.14258,779,0,177,645.535931699914,20.78334898,15.6421805555556,15.6710805555556,0.5,0
"234",2020-06-30,"7D",46.73629,-117.14258,779,2,182,699.609267879803,20.78334898,15.5948611111111,15.7184,0.833333333333333,0.333333333333333
"235",2020-07-05,"7D",46.73629,-117.14258,779,1,187,749.739267879803,20.78334898,15.5160083333333,15.7972527777778,1,0.166666666666667
"236",2020-07-10,"7D",46.73629,-117.14258,779,0,192,806.609267879803,20.78334898,15.4072472222222,15.9060138888889,1,0
"237",2020-07-15,"7D",46.73629,-117.14258,779,0,197,867.921231916179,20.78334898,15.2706944444444,16.0425666666667,1,0
"238",2020-06-10,"8A",46.57339,-117.23774,815,9,162,493.559741588637,2.90447814,15.5650972222222,15.5650972222222,0.257142857142857,0.257142857142857
"239",2020-06-15,"8A",46.57339,-117.23774,815,1,167,535.509741588637,2.90447814,15.6152722222222,15.6152722222222,0.285714285714286,0.0285714285714286
"240",2020-06-21,"8A",46.57339,-117.23774,815,12,173,598.639741588637,2.90447814,15.6328972222222,15.6328972222222,0.628571428571429,0.342857142857143
"241",2020-06-25,"8A",46.57339,-117.23774,815,8,177,657.067024715695,2.90447814,15.6185555555556,15.6472388888889,0.857142857142857,0.228571428571429
"242",2020-06-30,"8A",46.57339,-117.23774,815,0,182,711.259325027153,2.90447814,15.5715944444444,15.6942,0.857142857142857,0
"243",2020-07-05,"8A",46.57339,-117.23774,815,5,187,762.819325027153,2.90447814,15.4933333333333,15.7724611111111,1,0.142857142857143
"244",2020-07-10,"8A",46.57339,-117.23774,815,0,192,821.234325027153,2.90447814,15.3853777777778,15.8804166666667,1,0
"245",2020-07-15,"8A",46.57339,-117.23774,815,0,197,884.939840015023,2.90447814,15.2498166666667,16.0159777777778,1,0
"246",2020-06-10,"8B",46.61218,-117.27734,777,4,162,505.413838548389,4.00021194,15.5728138888889,15.5728138888889,0.181818181818182,0.181818181818182
"247",2020-06-15,"8B",46.61218,-117.27734,777,3,167,548.203838548389,4.00021194,15.6231166666667,15.6231166666667,0.318181818181818,0.136363636363636
"248",2020-06-21,"8B",46.61218,-117.27734,777,8,173,612.243838548389,4.00021194,15.6407888888889,15.6407888888889,0.681818181818182,0.363636363636364
"249",2020-06-25,"8B",46.61218,-117.27734,777,3,177,670.913521386739,4.00021194,15.6264111111111,15.6551666666667,0.818181818181818,0.136363636363636
"250",2020-06-30,"8B",46.61218,-117.27734,777,2,182,726.275440337013,4.00021194,15.5793277777778,15.70225,0.909090909090909,0.0909090909090909
"251",2020-07-05,"8B",46.61218,-117.27734,777,0,187,778.325440337013,4.00021194,15.5008722222222,15.7807055555556,0.909090909090909,0
"252",2020-07-10,"8B",46.61218,-117.27734,777,2,192,837.355440337013,4.00021194,15.3926472222222,15.8889305555556,1,0.0909090909090909
"253",2020-07-15,"8B",46.61218,-117.27734,777,0,197,901.319231519945,4.00021194,15.2567583333333,16.0248194444444,1,0
"254",2020-06-10,"8C",46.72098,-117.25397,788,5,162,484.761029331774,12.66716256,15.5883138888889,15.5883138888889,0.121951219512195,0.121951219512195
"255",2020-06-15,"8C",46.72098,-117.25397,788,7,167,526.291029331774,12.66716256,15.6388722222222,15.6388722222222,0.292682926829268,0.170731707317073
"256",2020-06-21,"8C",46.72098,-117.25397,788,11,173,588.691029331774,12.66716256,15.6566305555556,15.6566305555556,0.560975609756098,0.268292682926829
"257",2020-06-25,"8C",46.72098,-117.25397,788,4,177,646.054418420347,12.66716256,15.6421805555556,15.6710805555556,0.658536585365854,0.0975609756097561
"258",2020-06-30,"8C",46.72098,-117.25397,788,2,182,700.438520001458,12.66716256,15.5948611111111,15.7184,0.707317073170732,0.0487804878048781
"259",2020-07-05,"8C",46.72098,-117.25397,788,5,187,750.883520001458,12.66716256,15.5160083333333,15.7972527777778,0.829268292682927,0.121951219512195
"260",2020-07-10,"8C",46.72098,-117.25397,788,4,192,808.248520001458,12.66716256,15.4072472222222,15.9060138888889,0.926829268292683,0.0975609756097561
"261",2020-07-15,"8C",46.72098,-117.25397,788,3,197,870.244657203569,12.66716256,15.2706944444444,16.0425666666667,1,0.0731707317073171
